Branch office code,BIC code,Name of the branch office,Address of the branch office,Branch office may send VIBER items,Branch office may receive VIBER items,,,
50462281,TAKBHUHB,Takarékbank Zrt.,"3770 Sajószentpéter, Kossuth út 179.",S,R,,,
50462298,TAKBHUHB,Takarékbank Zrt.,"3529 Miskolc, Szentgyörgy út 13-19.",S,R,,,
50462308,TAKBHUHB,Takarékbank Zrt.,"3346 Bélapátfalva, Május 1 út 2/a.",S,R,,,
50462315,TAKBHUHB,Takarékbank Zrt.,"3348 Szilvásvárad, Egri út 30/a.",S,R,,,
50462322,TAKBHUHB,Takarékbank Zrt.,"3347 Balaton, József Attila út 1.",S,R,,,
50462339,TAKBHUHB,Takarékbank Zrt.,"3343 Bekölce, II. Rákóczi Ferenc út 2.",S,R,,,
50462346,TAKBHUHB,Takarékbank Zrt.,"3349 Nagyvisnyó, Ifjúság út 2.",S,R,,,
50462353,TAKBHUHB,Takarékbank Zrt.,"3643 Dédestapolcsány, Petőfi Sándor út 2.",S,R,,,
50462360,TAKBHUHB,Takarékbank Zrt.,"3300 Eger, Katona tér 44021",S,R,,,
50462377,TAKBHUHB,Takarékbank Zrt.,"3360 Heves, Hősök tere 935-7.",S,R,,,
50462384,TAKBHUHB,Takarékbank Zrt.,"3344 Mikófalva, Széchenyi István út 2.",S,R,,,
50462391,TAKBHUHB,Takarékbank Zrt.,"3752 Szendrő, Hősök tere 2.",S,R,,,
50462401,TAKBHUHB,Takarékbank Zrt.,"3733 Rudabánya, Petőfi Sándor út 8.",S,R,,,
50462418,TAKBHUHB,Takarékbank Zrt.,"3763 Bódvaszilas, Akácos út 2/b.",S,R,,,
50462425,TAKBHUHB,Takarékbank Zrt.,"3741 Izsófalva, Izsó Miklós út 86.",S,R,,,
50462432,TAKBHUHB,Takarékbank Zrt.,"3734 Szuhogy, József Attila út 78/c.",S,R,,,
50462449,TAKBHUHB,Takarékbank Zrt.,"3754 Szalonna, Kossuth Lajos út 34.",S,R,,,
50462456,TAKBHUHB,Takarékbank Zrt.,"3752 Szendrő, Hősök tere 2.",S,R,,,
50462463,TAKBHUHB,Takarékbank Zrt.,"3752 Szendrő, Hősök tere 2.",S,R,,,
50462470,TAKBHUHB,Takarékbank Zrt.,"3351 Verpelét, Szabadság tér 8/a.",S,R,,,
50462487,TAKBHUHB,Takarékbank Zrt.,"3352 Feldebrő, Kossuth út 46.",S,R,,,
50462494,TAKBHUHB,Takarékbank Zrt.,"3332 Sirok, Széchenyi utca 1.",S,R,,,
50462504,TAKBHUHB,Takarékbank Zrt.,"3394 Egerszalók, Sáfrány út 1.",S,R,,,
50462511,TAKBHUHB,Takarékbank Zrt.,"3397 Maklár, Templom tér 30.",S,R,,,
50462528,TAKBHUHB,Takarékbank Zrt.,"3399 Andornaktálya, Rákóczi út 161/a.",S,R,,,
50462535,TAKBHUHB,Takarékbank Zrt.,"3326 Ostoros, Hősök tere 8.",S,R,,,
50462542,TAKBHUHB,Takarékbank Zrt.,"3327 Novaj, István utca 2.",S,R,,,
50462559,TAKBHUHB,Takarékbank Zrt.,"3325 Noszvaj, Kossuth L. utca 3.",S,R,,,
50462566,TAKBHUHB,Takarékbank Zrt.,"3324 Felsőtárkány, Fő utca 155.",S,R,,,
50462573,TAKBHUHB,Takarékbank Zrt.,"3321 Egerbakta, Felszabadulás út 6.",S,R,,,
50462580,TAKBHUHB,Takarékbank Zrt.,"3300 Eger, Kertész út 84.",S,R,,,
50462597,TAKBHUHB,Takarékbank Zrt.,"3300 Eger, Széchenyi út 18.",S,R,,,
50462607,TAKBHUHB,Takarékbank Zrt.,"3250 Pétervására, Szabadság tér 21.",S,R,,,
50462614,TAKBHUHB,Takarékbank Zrt.,"3258 Tarnalelesz, Szabadság utca 36.",S,R,,,
50462621,TAKBHUHB,Takarékbank Zrt.,"3341 Egercsehi, Bányász tér 2.",S,R,,,
50462638,TAKBHUHB,Takarékbank Zrt.,"3337 Egerbocs, Alkotmány út 57.",S,R,,,
50462645,TAKBHUHB,Takarékbank Zrt.,"3353 Aldebrő, Arany J. út 2.",S,R,,,
50462652,TAKBHUHB,Takarékbank Zrt.,"3328 Egerszólát, Egri utca 2.",S,R,,,
50462669,TAKBHUHB,Takarékbank Zrt.,"3335 Bükkszék, Dobó út 1.",S,R,,,
50462676,TAKBHUHB,Takarékbank Zrt.,"3300 Eger, Széchenyi út 18.",S,R,,,
50462683,TAKBHUHB,Takarékbank Zrt.,"3041 Héhalom, Petőfi út 7.",S,R,,,
50462690,TAKBHUHB,Takarékbank Zrt.,"3182 Karancslapujtő, Rákóczi út 66.",S,R,,,
50462700,TAKBHUHB,Takarékbank Zrt.,"3047 Buják, Deréksor út 10.",S,R,,,
50462717,TAKBHUHB,Takarékbank Zrt.,"3123 Cered, Szabadság tér 5.",S,R,,,
50462724,TAKBHUHB,Takarékbank Zrt.,"2175 Kálló, Rákóczi út 3.",S,R,,,
50462731,TAKBHUHB,Takarékbank Zrt.,"2688 Vanyarc, Sziráki út 1/a.",S,R,,,
50462748,TAKBHUHB,Takarékbank Zrt.,"3145 Mátraterenye, Kossuth út 194.",S,R,,,
50462755,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R,,,
50462762,TAKBHUHB,Takarékbank Zrt.,"3070 Bátonyterenye, Ózdi út 47.",S,R,,,
50462779,TAKBHUHB,Takarékbank Zrt.,"3600 Ózd, Brassói út 1.",S,R,,,
50462786,TAKBHUHB,Takarékbank Zrt.,"3600 Ózd, József A. út 27.",S,R,,,
50462793,TAKBHUHB,Takarékbank Zrt.,"3671 Borsodnádasd, Köztársaság út 21.",S,R,,,
50462803,TAKBHUHB,Takarékbank Zrt.,"3648 Csernely, Kissor út 6/c.",S,R,,,
50462810,TAKBHUHB,Takarékbank Zrt.,"3626 Hangony, Rákóczi út 71.",S,R,,,
50462827,TAKBHUHB,Takarékbank Zrt.,"3630 Putnok, Mohos sétány 0",S,R,,,
50462834,TAKBHUHB,Takarékbank Zrt.,"3127 Kazár, Hunyadi út 6.",S,R,,,
50462841,TAKBHUHB,Takarékbank Zrt.,"3100 Salgótarján, Klapka Gy. út 1.",S,R,,,
50462858,TAKBHUHB,Takarékbank Zrt.,"2191 Bag, Petőfi tér 14.",S,R,,,
50462865,TAKBHUHB,Takarékbank Zrt.,"3070 Bátonyterenye, Madách Imre út 6/c.",S,R,,,
50462872,TAKBHUHB,Takarékbank Zrt.,"3720 Sajókaza, Kossuth út 4.",S,R,,,
50462889,TAKBHUHB,Takarékbank Zrt.,"3642 Bánhorváti, Szabadság út 181.",S,R,,,
50462896,TAKBHUHB,Takarékbank Zrt.,"3721 Felsőnyárád, Dózsa György út 1.",S,R,,,
50462906,TAKBHUHB,Takarékbank Zrt.,"3731 Szuhakálló, Kossuth út 4.",S,R,,,
50462913,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R,,,
50462920,TAKBHUHB,Takarékbank Zrt.,"3532 Miskolc, Vasgyári út 3.",S,R,,,
50462937,TAKBHUHB,Takarékbank Zrt.,"3700 Kazincbarcika, Egressy Béni út 52.",S,R,,,
50462944,TAKBHUHB,Takarékbank Zrt.,"3777 Parasznya, Rákóczi út 30/a.",S,R,,,
50462951,TAKBHUHB,Takarékbank Zrt.,"3723 Zubogy, Szabadság út 91.",S,R,,,
50462968,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R,,,
50462975,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R,,,
50462982,TAKBHUHB,Takarékbank Zrt.,"3759 Aggtelek, Deák F. út 2.",S,R,,,
50462999,TAKBHUHB,Takarékbank Zrt.,"3623 Borsodszentgyörgy, Szentgyörgyi út 143.",S,R,,,
50463000,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R,,,
50463017,TAKBHUHB,Takarékbank Zrt.,"3647 Csokvaomány, Rákóczi út 1.",S,R,,,
50463024,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R,,,
50463031,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R,,,
50463048,TAKBHUHB,Takarékbank Zrt.,"3794 Boldva, Mátyás király út 76.",S,R,,,
50463055,TAKBHUHB,Takarékbank Zrt.,"3792 Sajóbábony, Erkel Ferenc út 43864",S,R,,,
50463062,TAKBHUHB,Takarékbank Zrt.,"3786 Lak, Kossuth Lajos út 1/c.",S,R,,,
50463079,TAKBHUHB,Takarékbank Zrt.,"3796 Borsodszirák, Fő út 16.",S,R,,,
50463086,TAKBHUHB,Takarékbank Zrt.,"3780 Edelény, Tóth Árpád út 5.",S,R,,,
50463093,TAKBHUHB,Takarékbank Zrt.,"3791 Sajókeresztúr, Rákóczi út 83/a.",S,R,,,
50463103,TAKBHUHB,Takarékbank Zrt.,"3712 Sajóvámos, Hunyadi út 2/a.",S,R,,,
50463110,TAKBHUHB,Takarékbank Zrt.,"3526 Miskolc, Szentpéteri kapu 66.",S,R,,,
50463127,TAKBHUHB,Takarékbank Zrt.,"3525 Miskolc, Tizeshonvéd utca 23.",S,R,,,
50463134,TAKBHUHB,Takarékbank Zrt.,"3527 Miskolc, Bajcsy-Zsilinszky Endre út 32.",S,R,,,
50463141,TAKBHUHB,Takarékbank Zrt.,"3534 Miskolc, Árpád út 9.",S,R,,,
50463158,TAKBHUHB,Takarékbank Zrt.,"3521 Miskolc, Hajnóczi J. út 1.",S,R,,,
50463165,TAKBHUHB,Takarékbank Zrt.,"3412 Bogács, Táncsis út 2.",S,R,,,
50463172,TAKBHUHB,Takarékbank Zrt.,"3411 Szomolya, Mária tér 8.",S,R,,,
50463189,TAKBHUHB,Takarékbank Zrt.,"3416 Tard, Béke út 42.",S,R,,,
50463196,TAKBHUHB,Takarékbank Zrt.,"3413 Cserépfalu, Kossuth út 147.",S,R,,,
50463206,TAKBHUHB,Takarékbank Zrt.,"3414 Bükkzsérc, Rákóczi út 120.",S,R,,,
50463213,TAKBHUHB,Takarékbank Zrt.,"3400 Mezőkövesd, Szegfű út 1.",S,R,,,
50463220,TAKBHUHB,Takarékbank Zrt.,"3417 Cserépváralja, Alkotmány út 52/b.",S,R,,,
50463237,TAKBHUHB,Takarékbank Zrt.,"3432 Emőd, Kossuth út 5.",S,R,,,
50463244,TAKBHUHB,Takarékbank Zrt.,"3594 Hejőpapi, Kossuth út 93.",S,R,,,
50463251,TAKBHUHB,Takarékbank Zrt.,"3599 Sajószöged, Ady Endre út 57/a.",S,R,,,
50463268,TAKBHUHB,Takarékbank Zrt.,"3458 Tiszakeszi, Községháza út 38.",S,R,,,
50463275,TAKBHUHB,Takarékbank Zrt.,"3433 Nyékládháza, Kossuth út 59.",S,R,,,
50463282,TAKBHUHB,Takarékbank Zrt.,"3587 Tiszapalkonya, Dobó út 3.",S,R,,,
50463299,TAKBHUHB,Takarékbank Zrt.,"3450 Mezőcsát, Kossuth út 7.",S,R,,,
50463309,TAKBHUHB,Takarékbank Zrt.,"3580 Tiszaújváros, Szent István út 29/b.",S,R,,,
50463316,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R,,,
50463323,TAKBHUHB,Takarékbank Zrt.,"3915 Tarcal, fő út 66.",S,R,,,
50463330,TAKBHUHB,Takarékbank Zrt.,"3931 Mezőzombor, Rákóczi út 28.",S,R,,,
50463347,TAKBHUHB,Takarékbank Zrt.,"3900 Szerencs, Rákóczi út 74-80.",S,R,,,
50463354,TAKBHUHB,Takarékbank Zrt.,"3903 Bekecs, Honvéd út 124.",S,R,,,
50463361,TAKBHUHB,Takarékbank Zrt.,"3922 Taktaharkány, Magtár út 7.",S,R,,,
50463378,TAKBHUHB,Takarékbank Zrt.,"3565 Tiszalúc, Széchenyi út 9.",S,R,,,
50463385,TAKBHUHB,Takarékbank Zrt.,"3921 Taktaszada, Petőfi út 35.",S,R,,,
50463392,TAKBHUHB,Takarékbank Zrt.,"3718 Megyaszó, Monoki út 2.",S,R,,,
50463402,TAKBHUHB,Takarékbank Zrt.,"3925 Prügy, Szabadság út 3.",S,R,,,
50463419,TAKBHUHB,Takarékbank Zrt.,"3907 Tállya, Rákóczi út 36.",S,R,,,
50463426,TAKBHUHB,Takarékbank Zrt.,"3908 Rátka, Kossuth út 58.",S,R,,,
50463433,TAKBHUHB,Takarékbank Zrt.,"3909 Mád, Rákóczi út 46.",S,R,,,
50463440,TAKBHUHB,Takarékbank Zrt.,"3905 Monok, Kossuth út 9/a.",S,R,,,
50463457,TAKBHUHB,Takarékbank Zrt.,"3900 Szerencs, Rákóczi út 105.",S,R,,,
50463464,TAKBHUHB,Takarékbank Zrt.,"3849 Forró, Fő út 58.",S,R,,,
50463471,TAKBHUHB,Takarékbank Zrt.,"3842 Halmaj, Fő út 14.",S,R,,,
50463488,TAKBHUHB,Takarékbank Zrt.,"3814 Felsővadász, Dózsa György út 15.",S,R,,,
50463495,TAKBHUHB,Takarékbank Zrt.,"3860 Encs, Petőfi út 22.",S,R,,,
50463505,TAKBHUHB,Takarékbank Zrt.,"3800 Szikszó, Bolt utca 11.",S,R,,,
50463512,TAKBHUHB,Takarékbank Zrt.,"3851 Ináncs, Rákóczi utca 1/a.",S,R,,,
50463529,TAKBHUHB,Takarékbank Zrt.,"3821 Krasznokvajda, Petőfi utca 11.",S,R,,,
50463536,TAKBHUHB,Takarékbank Zrt.,"3812 Homrogd, Kossuth utca 125.",S,R,,,
50463543,TAKBHUHB,Takarékbank Zrt.,"3800 Szikszó, Bolt utca 11.",S,R,,,
50463550,TAKBHUHB,Takarékbank Zrt.,"3872 Novajidrány, Kossuth utca 56/b.",S,R,,,
50463567,TAKBHUHB,Takarékbank Zrt.,"3876 Hidasnémeti, Kassai út 47.",S,R,,,
50463574,TAKBHUHB,Takarékbank Zrt.,"3895 Gönc, Kossuth Lajos utca 42.",S,R,,,
50463581,TAKBHUHB,Takarékbank Zrt.,"3895 Gönc, Kossuth Lajos utca 42.",S,R,,,
50463598,TAKBHUHB,Takarékbank Zrt.,"3881 Abaújszántó, Béke út 32.",S,R,,,
50463608,TAKBHUHB,Takarékbank Zrt.,"3860 Encs, Petőfi út 22.",S,R,,,
50463615,TAKBHUHB,Takarékbank Zrt.,"3974 Ricse, Kossuth utca 35.",S,R,,,
50463622,TAKBHUHB,Takarékbank Zrt.,"3973 Cigánd, Fő út 77.",S,R,,,
50463639,TAKBHUHB,Takarékbank Zrt.,"3963 Karcsa, Táncsics utca 51.",S,R,,,
50463646,TAKBHUHB,Takarékbank Zrt.,"3974 Ricse, Kossuth utca 35.",S,R,,,
50463653,TAKBHUHB,Takarékbank Zrt.,"3974 Ricse, Kossuth utca 35.",S,R,,,
50463660,TAKBHUHB,Takarékbank Zrt.,"3994 Pálháza, Dózsa György utca 119.",S,R,,,
50463677,TAKBHUHB,Takarékbank Zrt.,"3980 Sátoraljaújhely, Széchenyi tér 8.",S,R,,,
50463684,TAKBHUHB,Takarékbank Zrt.,"3950 Sárospatak, Eötvös utca 3.",S,R,,,
50463691,TAKBHUHB,Takarékbank Zrt.,"1115 Budapest, Tétényi utca 13.",S,R,,,
50463701,TAKBHUHB,Takarékbank Zrt.,"3934 Tolcsva, Szabadság tér 6.",S,R,,,
50463718,TAKBHUHB,Takarékbank Zrt.,"3934 Tolcsva, Szabadság tér 6.",S,R,,,
50463725,TAKBHUHB,Takarékbank Zrt.,"3933 Olaszliszka, Szent István utca 7.",S,R,,,
50463732,TAKBHUHB,Takarékbank Zrt.,"3950 Sárospatak, Eötvös utca 3.",S,R,,,
50463749,TAKBHUHB,Takarékbank Zrt.,"3980 Sátoraljaújhely, Széchenyi tér 8.",S,R,,,
50463756,TAKBHUHB,Takarékbank Zrt.,"3955 Kenézlő, Nagyváradi utca 33.",S,R,,,
50463763,TAKBHUHB,Takarékbank Zrt.,"3916 Bodrogkeresztúr, Kossuth utca 55.",S,R,,,
50463770,TAKBHUHB,Takarékbank Zrt.,"3915 Tarcal, Fő út 66.",S,R,,,
50463787,TAKBHUHB,Takarékbank Zrt.,"3980 Sátoraljaújhely, Széchenyi tér 8.",S,R,,,
50463794,TAKBHUHB,Takarékbank Zrt.,"1122 Budapest, Pethényi köz 10.",S,R,,,
50464001,TAKBHUHB,Takarékbank Zrt.,"2112 Veresegyház, Fő út 53.",S,R,,,
50464018,TAKBHUHB,Takarékbank Zrt.,"2112 Veresegyház, Fő út 53.",S,R,,,
50464025,TAKBHUHB,Takarékbank Zrt.,"2151 Fót, Dózsa Gy. utca 54.",S,R,,,
50464032,TAKBHUHB,Takarékbank Zrt.,"2162 Őrbottyán, Rákóczi út 126.",S,R,,,
50464049,TAKBHUHB,Takarékbank Zrt.,"2113 Erdőkertes, Nemes utca 2.",S,R,,,
50464056,TAKBHUHB,Takarékbank Zrt.,"2146 Mogyoród, Gödöllői út 18/a.",S,R,,,
50464063,TAKBHUHB,Takarékbank Zrt.,"2164 Váchartyán, Fő út 23.",S,R,,,
50464070,TAKBHUHB,Takarékbank Zrt.,"2163 Vácrátót, Petőfi tér 4.",S,R,,,
50464087,TAKBHUHB,Takarékbank Zrt.,"2120 Dunakeszi, Fő út 66-68.",S,R,,,
50464094,TAKBHUHB,Takarékbank Zrt.,"2626 Nagymaros, Király út 1/a.",S,R,,,
50464104,TAKBHUHB,Takarékbank Zrt.,"2621 Verőce, Árpád út 27.",S,R,,,
50464111,TAKBHUHB,Takarékbank Zrt.,"2626 Nagymaros, Király út 1/a.",S,R,,,
50464128,TAKBHUHB,Takarékbank Zrt.,"2621 Verőce, Árpád út 57.",S,R,,,
50464135,TAKBHUHB,Takarékbank Zrt.,"2600 Vác, Káptalan út 14.",S,R,,,
50464142,TAKBHUHB,Takarékbank Zrt.,"2600 Vác, Káptalan út 14.",S,R,,,
50464159,TAKBHUHB,Takarékbank Zrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R,,,
50464166,TAKBHUHB,Takarékbank Zrt.,"2687 Bercel, Baross út 31.",S,R,,,
50464173,TAKBHUHB,Takarékbank Zrt.,"2694 Magyarnándor, Fő út 36.",S,R,,,
50464180,TAKBHUHB,Takarékbank Zrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R,,,
50464197,TAKBHUHB,Takarékbank Zrt.,"2687 Bercel, Baross út 31.",S,R,,,
50464207,TAKBHUHB,Takarékbank Zrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R,,,
50464214,TAKBHUHB,Takarékbank Zrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R,,,
50464221,TAKBHUHB,Takarékbank Zrt.,"2600 Vác, Káptalan út 14.",S,R,,,
50464238,TAKBHUHB,Takarékbank Zrt.,"3100 Salgótarján, Klapka György út 3.1em.",S,R,,,
50464245,TAKBHUHB,Takarékbank Zrt.,"2173 Kartal, Petőfi tér 16.",S,R,,,
50464252,TAKBHUHB,Takarékbank Zrt.,"2654 Romhány, Kossuth út 23.",S,R,,,
50464269,TAKBHUHB,Takarékbank Zrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R,,,
50464276,TAKBHUHB,Takarékbank Zrt.,"2651 Rétság, Korányi út 2.",S,R,,,
50464283,TAKBHUHB,Takarékbank Zrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R,,,
50464290,TAKBHUHB,Takarékbank Zrt.,"2645 Nagyoroszi, Szent István tér 3.",S,R,,,
50464300,TAKBHUHB,Takarékbank Zrt.,"2669 Ipolyvece, Dózsa György út 92.",S,R,,,
50464317,TAKBHUHB,Takarékbank Zrt.,"2638 Kemence, Fő út 79.",S,R,,,
50464324,TAKBHUHB,Takarékbank Zrt.,"2638 Kemence, Fő út 79.",S,R,,,
50464331,TAKBHUHB,Takarékbank Zrt.,"2646 Drégelypalánk, Kossuth út 50.",S,R,,,
50464348,TAKBHUHB,Takarékbank Zrt.,"2646 Drégelypalánk, Kossuth út 50.",S,R,,,
50464355,TAKBHUHB,Takarékbank Zrt.,"2638 Kemence, Fő út 79.",S,R,,,
50464362,TAKBHUHB,Takarékbank Zrt.,"2643 Diósjenő, Kossuth út 11/c",S,R,,,
50464379,TAKBHUHB,Takarékbank Zrt.,"2642 Nógrád, Szondi út 28.",S,R,,,
50464386,TAKBHUHB,Takarékbank Zrt.,"2651 Rétság, Korányi út 2.",S,R,,,
50464393,TAKBHUHB,Takarékbank Zrt.,"2659 Érsekvadkert, Rákóczi út 122.",S,R,,,
50464403,TAKBHUHB,Takarékbank Zrt.,"2659 Érsekvadkert, Rákóczi út 122.",S,R,,,
50464410,TAKBHUHB,Takarékbank Zrt.,"2659 Érsekvadkert, Rákóczi út 122.",S,R,,,
50464427,TAKBHUHB,Takarékbank Zrt.,"2654 Romhány, Kossuth út 23.",S,R,,,
50464434,TAKBHUHB,Takarékbank Zrt.,"2651 Rétság, Korányi út 2.",S,R,,,
50464441,TAKBHUHB,Takarékbank Zrt.,"2651 Rétság, Korányi út 2.",S,R,,,
50464458,TAKBHUHB,Takarékbank Zrt.,"1144 Budapest, Zalán utca 23.",S,R,,,
50464465,TAKBHUHB,Takarékbank Zrt.,"3170 Szécsény, Rákóczi út 71.",S,R,,,
50464472,TAKBHUHB,Takarékbank Zrt.,"3170 Szécsény, Rákóczi út 71.",S,R,,,
50464489,TAKBHUHB,Takarékbank Zrt.,"3170 Szécsény, Rákóczi út 71.",S,R,,,
50464496,TAKBHUHB,Takarékbank Zrt.,"3170 Szécsény, Rákóczi út 71.",S,R,,,
50464506,TAKBHUHB,Takarékbank Zrt.,"3170 Szécsény, Rákóczi út 71.",S,R,,,
50464513,TAKBHUHB,Takarékbank Zrt.,"3170 Szécsény, Rákóczi út 71.",S,R,,,
50464520,TAKBHUHB,Takarékbank Zrt.,"3170 Szécsény, Rákóczi út 71.",S,R,,,
50464537,TAKBHUHB,Takarékbank Zrt.,"3000 Hatvan, Kossuth tér 22.",S,R,,,
50464544,TAKBHUHB,Takarékbank Zrt.,"3014 Hort, Ady Endre utca 2/a",S,R,,,
50464551,TAKBHUHB,Takarékbank Zrt.,"3016 Boldog, Hunyadi utca 15.",S,R,,,
50464568,TAKBHUHB,Takarékbank Zrt.,"3000 Hatvan, Kossuth tér 22.",S,R,,,
50464575,TAKBHUHB,Takarékbank Zrt.,"3013 Ecséd, Szabadság utca 139.",S,R,,,
50464582,TAKBHUHB,Takarékbank Zrt.,"3023 Petőfibánya, Mária utca 4.",S,R,,,
50464599,TAKBHUHB,Takarékbank Zrt.,"3000 Hatvan, Kossuth tér 22.",S,R,,,
50464609,TAKBHUHB,Takarékbank Zrt.,"3021 Lőrinci, Szabadság tér 3.",S,R,,,
50464616,TAKBHUHB,Takarékbank Zrt.,"3021 Lőrinci, Szabadság tér 3.",S,R,,,
50464623,TAKBHUHB,Takarékbank Zrt.,"3000 Hatvan, Rákóczi utca 29/a",S,R,,,
50464630,TAKBHUHB,Takarékbank Zrt.,"3023 Petőfibánya, Mária utca 4.",S,R,,,
50464647,TAKBHUHB,Takarékbank Zrt.,"1122 Budapest, Krisztina körút 19.",S,R,,,
50464654,TAKBHUHB,Takarékbank Zrt.,"3021 Lőrinci, Szabadság tér 3.",S,R,,,
50464661,TAKBHUHB,Takarékbank Zrt.,"3011 Heréd, Rákóczi út 41.",S,R,,,
50464678,TAKBHUHB,Takarékbank Zrt.,"3060 Pásztó, Fő út 64.",S,R,,,
50464685,TAKBHUHB,Takarékbank Zrt.,"3060 Pásztó, Fő út 64.",S,R,,,
50464692,TAKBHUHB,Takarékbank Zrt.,"3060 Pásztó, Fő út 64.",S,R,,,
50464702,TAKBHUHB,Takarékbank Zrt.,"3060 Pásztó, Fő út 64.",S,R,,,
50464719,TAKBHUHB,Takarékbank Zrt.,"3060 Pásztó, Fő út 64.",S,R,,,
50464726,TAKBHUHB,Takarékbank Zrt.,"3060 Pásztó, Fő út 64.",S,R,,,
50464733,TAKBHUHB,Takarékbank Zrt.,"3060 Pásztó, Fő út 64.",S,R,,,
50464740,TAKBHUHB,Takarékbank Zrt.,"3060 Pásztó, Fő út 64.",S,R,,,
50464757,TAKBHUHB,Takarékbank Zrt.,"3060 Pásztó, Fő út 64.",S,R,,,
50464764,TAKBHUHB,Takarékbank Zrt.,"3035 Gyöngyöspata, Dózsa György út 43833",S,R,,,
50464771,TAKBHUHB,Takarékbank Zrt.,"3036 Gyöngyöstarján, Jókai tér 22.",S,R,,,
50464788,TAKBHUHB,Takarékbank Zrt.,"3035 Gyöngyöspata, Dózsa György út 43833",S,R,,,
50464795,TAKBHUHB,Takarékbank Zrt.,"3200 Gyöngyös, Magyar út 1.",S,R,,,
50464805,TAKBHUHB,Takarékbank Zrt.,"3200 Gyöngyös, Kócsag út 11749",S,R,,,
50464812,TAKBHUHB,Takarékbank Zrt.,"3358 Erdőtelek, Fő út 123.",S,R,,,
50464829,TAKBHUHB,Takarékbank Zrt.,"3358 Erdőtelek, Fő út 123.",S,R,,,
50464836,TAKBHUHB,Takarékbank Zrt.,"3373 Besenyőtlek, Fő út 112.",S,R,,,
50464843,TAKBHUHB,Takarékbank Zrt.,"3000 Hatvan, Kossuth tér 22.",S,R,,,
50464850,TAKBHUHB,Takarékbank Zrt.,"3240 Parád, Kossuth út 128.",S,R,,,
50464867,TAKBHUHB,Takarékbank Zrt.,"3240 Parád, Kossuth út 128.",S,R,,,
50464874,TAKBHUHB,Takarékbank Zrt.,"3240 Parád, Kossuth út 128.",S,R,,,
50464881,TAKBHUHB,Takarékbank Zrt.,"3240 Parád, Kossuth út 128.",S,R,,,
50464898,TAKBHUHB,Takarékbank Zrt.,"3240 Parád, Kossuth út 128.",S,R,,,
50464908,TAKBHUHB,Takarékbank Zrt.,"3300 Eger, Grónay út 12.",S,R,,,
50464915,TAKBHUHB,Takarékbank Zrt.,"3263 Domoszló, Deák tér 6.",S,R,,,
50464922,TAKBHUHB,Takarékbank Zrt.,"3262 Markaz, Fő út 83.",S,R,,,
50464939,TAKBHUHB,Takarékbank Zrt.,"3263 Domoszló, Deák tér 6.",S,R,,,
50464946,TAKBHUHB,Takarékbank Zrt.,"2767 Tápiógyörgye, Deák Ferenc utca 10.",S,R,,,
50464953,TAKBHUHB,Takarékbank Zrt.,"2769 Tápiószőlős, Árpád út 2.",S,R,,,
50464960,TAKBHUHB,Takarékbank Zrt.,"2769 Tápiószőlős, Árpád út 2.",S,R,,,
50464977,TAKBHUHB,Takarékbank Zrt.,"2766 Tápiószele, Rákóczi út 2.",S,R,,,
50464984,TAKBHUHB,Takarékbank Zrt.,"2765 Farmos, Fő tér 4.",S,R,,,
50464991,TAKBHUHB,Takarékbank Zrt.,"2760 Nagykáta, Dózsa György út 10.",S,R,,,
50465002,TAKBHUHB,Takarékbank Zrt.,"2254 Szentmártonkáta, Rákóczi út 54/a",S,R,,,
50465019,TAKBHUHB,Takarékbank Zrt.,"2254 Szentmártonkáta, Rákóczi út 54/a",S,R,,,
50465026,TAKBHUHB,Takarékbank Zrt.,"2251 Tápiószecső, Honvéd út 10.",S,R,,,
50465033,TAKBHUHB,Takarékbank Zrt.,"2243 Kóka, Dózsa György utca 42/a",S,R,,,
50465040,TAKBHUHB,Takarékbank Zrt.,"2252 Tóalmás, Fő út 64.",S,R,,,
50465057,TAKBHUHB,Takarékbank Zrt.,"1144 Budapest, Zalán utca 23.",S,R,,,
50465064,TAKBHUHB,Takarékbank Zrt.,"1173 Budapest, Pesti út 41/d",S,R,,,
50465071,TAKBHUHB,Takarékbank Zrt.,"2194 Tura, Bartók tér 21.",S,R,,,
