Branch office code,BIC code,Name of the branch office,Address of the branch office,Branch office may send VIBER items,Branch office may receive VIBER items,,,
50438132,TAKBHUHB,Takarékbank Zrt.,"7720 Pécsvárad, Kossuth Lajos utca 32.",S,R,,,
50438149,TAKBHUHB,Takarékbank Zrt.,"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
50438156,TAKBHUHB,Takarékbank Zrt.,"7355 Nagymányok, Petőfi Sándor utca 96.",S,R,,,
50438163,TAKBHUHB,Takarékbank Zrt.,"7150 Bonyhád, Szabadság tér 9.",S,R,,,
50438170,TAKBHUHB,Takarékbank Zrt.,"7349 Szászvár, Május 1. tér 5.",S,R,,,
50438187,TAKBHUHB,Takarékbank Zrt.,"7355 Nagymányok, Petőfi Sándor utca 96.",S,R,,,
50438194,TAKBHUHB,Takarékbank Zrt.,"7090 Tamási, Szabadság utca 41.",S,R,,,
50438204,TAKBHUHB,Takarékbank Zrt.,"7090 Tamási, Szabadság utca 41.b.",S,R,,,
50438211,TAKBHUHB,Takarékbank Zrt.,"7192 Szakály, Fő út 79.",S,R,,,
50438228,TAKBHUHB,Takarékbank Zrt.,"7090 Tamási, Szabadság utca 41.",S,R,,,
50438235,TAKBHUHB,Takarékbank Zrt.,"7626 Pécs, Király utca 66.",S,R,,,
50438242,TAKBHUHB,Takarékbank Zrt.,"7626 Pécs, Király utca 66.",S,R,,,
50438259,TAKBHUHB,Takarékbank Zrt.,"7140 Bátaszék, Budai utca 24.",S,R,,,
50438266,TAKBHUHB,Takarékbank Zrt.,"7140 Bátaszék, Budai utca 24.",S,R,,,
50438273,TAKBHUHB,Takarékbank Zrt.,"7144 Decs, Dr. Pilissy Elemér utca 3/A",S,R,,,
50438280,TAKBHUHB,Takarékbank Zrt.,"7100 Szekszárd, Széchenyi utca 62.",S,R,,,
50438297,TAKBHUHB,Takarékbank Zrt.,"7130 Tolna, Deák Ferenc utca 4.",S,R,,,
50438307,TAKBHUHB,Takarékbank Zrt.,"7100 Szekszárd, Széchenyi utca 62.",S,R,,,
50438314,TAKBHUHB,Takarékbank Zrt.,"7130 Tolna, Deák Ferenc utca 4.",S,R,,,
50438321,TAKBHUHB,Takarékbank Zrt.,"7130 Tolna, Deák Ferenc utca 4.",S,R,,,
50438338,TAKBHUHB,Takarékbank Zrt.,"7130 Tolna, Deák Ferenc utca 4.",S,R,,,
50438345,TAKBHUHB,Takarékbank Zrt.,"7130 Tolna, Deák Ferenc utca 4.",S,R,,,
50438352,TAKBHUHB,Takarékbank Zrt.,"7171 Sióagárd, Kossuth utca 42.",S,R,,,
50438369,TAKBHUHB,Takarékbank Zrt.,"7122 Kakasd, Petőfi Sándor utca 327/A",S,R,,,
50438376,TAKBHUHB,Takarékbank Zrt.,"7173 Zomba, Fő tér 5.",S,R,,,
50438383,TAKBHUHB,Takarékbank Zrt.,"7173 Zomba, Fő tér 5.",S,R,,,
50438390,TAKBHUHB,Takarékbank Zrt.,"7100 Szekszárd, Mátyás király utca 6.",S,R,,,
50438400,TAKBHUHB,Takarékbank Zrt.,"7191 Hőgyész, Fő utca 14.",S,R,,,
50438417,TAKBHUHB,Takarékbank Zrt.,"7173 Zomba, Fő tér 5.",S,R,,,
50438424,TAKBHUHB,Takarékbank Zrt.,"7100 Szekszárd, Mátyás király utca 6.",S,R,,,
50438431,TAKBHUHB,Takarékbank Zrt.,"7095 Iregszemcse, Kossuth Lajos tér 10.",S,R,,,
50438448,TAKBHUHB,Takarékbank Zrt.,"7095 Iregszemcse, Kossuth Lajos tér 10.",S,R,,,
50438455,TAKBHUHB,Takarékbank Zrt.,"7090 Tamási, Szabadság utca 41/b.",S,R,,,
50438462,TAKBHUHB,Takarékbank Zrt.,"7090 Tamási, Szabadság utca 41/b.",S,R,,,
50438479,TAKBHUHB,Takarékbank Zrt.,"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
50438486,TAKBHUHB,Takarékbank Zrt.,"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
50438493,TAKBHUHB,Takarékbank Zrt.,"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
50438503,TAKBHUHB,Takarékbank Zrt.,"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
50438510,TAKBHUHB,Takarékbank Zrt.,"7095 Iregszemcse, Kossuth Lajos tér 10.",S,R,,,
50438527,TAKBHUHB,Takarékbank Zrt.,"2400 Dunaújváros, Vasmű út 7.",S,R,,,
50438534,TAKBHUHB,Takarékbank Zrt.,"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
50438541,TAKBHUHB,Takarékbank Zrt.,"7020 Dunaföldvár, Fehérvári utca 4.",S,R,,,
50438558,TAKBHUHB,Takarékbank Zrt.,"7025 Bölcske, Hősök tere 2.",S,R,,,
50438565,TAKBHUHB,Takarékbank Zrt.,"7039 Németkér, Széchenyi utca 43.",S,R,,,
50438572,TAKBHUHB,Takarékbank Zrt.,"7025 Bölcske, Hősök tere 2.",S,R,,,
50438589,TAKBHUHB,Takarékbank Zrt.,"2400 Dunaújváros, Vasmű út 7.",S,R,,,
50438596,TAKBHUHB,Takarékbank Zrt.,"7030 Paks, Táncsics Mihály utca 4.",S,R,,,
50438606,TAKBHUHB,Takarékbank Zrt.,"7054 Tengelic, Kossuth Lajos utca 4.",S,R,,,
50438613,TAKBHUHB,Takarékbank Zrt.,"7056 Szedres, Arany János utca 2.",S,R,,,
50438620,TAKBHUHB,Takarékbank Zrt.,"7064 Gyönk, Ady Endre utca 561.",S,R,,,
50438637,TAKBHUHB,Takarékbank Zrt.,"7064 Gyönk, Ady Endre utca 561.",S,R,,,
50438644,TAKBHUHB,Takarékbank Zrt.,"7100 Szekszárd, Mátyás király utca 6.",S,R,,,
50438651,TAKBHUHB,Takarékbank Zrt.,"7132 Bogyiszló, Kossuth utca 18.",S,R,,,
50438668,TAKBHUHB,Takarékbank Zrt.,"2400 Dunaújváros, Vasmű út 7.PINCESZINT",S,R,,,
50438675,TAKBHUHB,Takarékbank Zrt.,"7044 Nagydorog, Kossuth utca 52.",S,R,,,
50438682,TAKBHUHB,Takarékbank Zrt.,"7042 Pálfa, Fő utca 30.",S,R,,,
50438699,TAKBHUHB,Takarékbank Zrt.,"7051 Kajdacs, Arany János utca 179.",S,R,,,
50438709,TAKBHUHB,Takarékbank Zrt.,"7047 Sárszentlőrinc, Bocskai utca 1.",S,R,,,
50438716,TAKBHUHB,Takarékbank Zrt.,"7045 Györköny, Bocskay utca 734.",S,R,,,
50438723,TAKBHUHB,Takarékbank Zrt.,"2422 Mezőfalva, Kinizsi Pál utca 46.",S,R,,,
50438730,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R,,,
50440016,TAKBHUHB,Takarékbank Zrt.,"1122 Budapest, Pethényi köz 10.",S,R,,,
50440023,TAKBHUHB,Takarékbank Zrt,"1117 Budapest, Magyar tudósok  körútja 9. G. ép.",S,R,,,
50450008,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar tudósok körút 9",S,R,,,
50453018,TAKBHUHB,Takarékbank Zrt.,"6000 Kecskemét, Bercsényi utca 7",S,R,,,
50453025,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Koronázó tér 2",S,R,,,
50453032,TAKBHUHB,Takarékbank Zrt.,"1132 Budapest, Váci út 20",S,R,,,
50453049,TAKBHUHB,Takarékbank Zrt.,"9021 Győr, Árpád utca 23/a",S,R,,,
50453056,TAKBHUHB,Takarékbank Zrt.,"7400 Kaposvár, Fő utca 51",S,R,,,
50453063,TAKBHUHB,Takarékbank Zrt.,"3527 Miskolc, Ady Endre utca 16",S,R,,,
50453070,TAKBHUHB,Takarékbank Zrt.,"4026 Debrecen, Kálvin tér 3/a",S,R,,,
50453087,TAKBHUHB,Takarékbank Zrt.,"6720 Szeged, Széchenyi tér 3",S,R,,,
50453094,TAKBHUHB,Takarékbank Zrt.,"7624 Pécs, Ferencesek utca 52",S,R,,,
50453104,TAKBHUHB,Takarékbank Zrt.,"4400 Nyíregyháza, Dózsa György út 11",S,R,,,
50453111,TAKBHUHB,Takarékbank Zrt.,"8900 Zalaegerszeg, Dísz tér 7",S,R,,,
50453128,TAKBHUHB,Takarékbank Zrt.,"5000 Szolnok, Nagy Imre körút 10/a.",S,R,,,
50453135,TAKBHUHB,Takarékbank Zrt.,"5600 Békéscsaba, Hunyadi tér 10",S,R,,,
50453159,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Cserhát lakótelep 7",S,R,,,
50453166,TAKBHUHB,Takarékbank Zrt.,"2800 Tatabánya, Dózsa Gy. út 56",S,R,,,
50453173,TAKBHUHB,Takarékbank Zrt.,"3300 Eger, Dr. Sándor Imre utca 4",S,R,,,
50453180,TAKBHUHB,Takarékbank Zrt.,"3100 Salgótarján, Erzsébet tér 7",S,R,,,
50453197,TAKBHUHB,Takarékbank Zrt.,"9700 Szombathely, Petőfi Sándor utca 16",S,R,,,
50453207,TAKBHUHB,Takarékbank Zrt.,"7100 Szekszárd, Széchenyi utca 39",S,R,,,
50453214,TAKBHUHB,Takarékbank Zrt.,"1015 Budapest, Hattyú utca 18",S,R,,,
50453221,TAKBHUHB,Takarékbank Zrt.,"1049 Budapest, Flórián tér 43560",S,R,,,
50453238,TAKBHUHB,Takarékbank Zrt.,"1043 Budapest, Árpád út 45",S,R,,,
50453290,TAKBHUHB,Takarékbank Zrt.,"1113 Budapest, Villányi út 20",S,R,,,
50453331,TAKBHUHB,Takarékbank Zrt.,"1082 Budapest, Üllői út 48",S,R,,,
50453348,TAKBHUHB,Takarékbank Zrt.,"1184 Budapest, Üllői út 372",S,R,,,
50453379,TAKBHUHB,Takarékbank Zrt.,"1211 Budapest, Kossuth L. utca 47-49.",S,R,,,
50453465,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar tudósok körút 9",S,R,,,
50453472,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar tudósok körút 9",S,R,,,
50453506,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar tudósok körút 9",S,R,,,
50453575,TAKBHUHB,Takarékbank Zrt.,"9404 Sopron, Batsányi utca 2",S,R,,,
50453599,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar tudósok körút 9",S,R,,,
50453623,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar tudósok körút 9",S,R,,,
50453647,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar tudósok körút 9",S,R,,,
50453654,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar tudósok körút 9",S,R,,,
50453702,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar tudósok körút 9",S,R,,,
50453922,TAKBHUHB,Takarékbank Zrt.,"1132 Budapest, Váci út 20",S,R,,,
50453939,TAKBHUHB,Takarékbank Zrt.,"1082 Budapest, Üllői út 48",S,R,,,
50457775,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar tudósok körút 9",S,R,,,
50460007,TAKBHUHB,Takarékbank Zrt.,"6133 Jászszentlászló, Alkotmány utca 2/A",S,R,,,
50460014,TAKBHUHB,Takarékbank Zrt.,"6133 Jászszentlászló, Rákóczi utca 1.",S,R,,,
50460021,TAKBHUHB,Takarékbank Zrt.,"6131 Szank, Béke utca 38.",S,R,,,
50460038,TAKBHUHB,Takarékbank Zrt.,"6113 Petőfiszállás, Kossuth utca 63.",S,R,,,
50460045,TAKBHUHB,Takarékbank Zrt.,"6135 Csólyospálos, Kossuth utca 79.",S,R,,,
50460052,TAKBHUHB,Takarékbank Zrt.,"6134 Kömpöc, Petőfi utca 5.",S,R,,,
50460069,TAKBHUHB,Takarékbank Zrt.,"6112 Pálmonostora, Posta utca 14.",S,R,,,
50460076,TAKBHUHB,Takarékbank Zrt.,"6120 Kiskunmajsa, Fő utca fszt.3.",S,R,,,
50460083,TAKBHUHB,Takarékbank Zrt.,"6449 Mélykút, Petőfi tér 3.",S,R,,,
50460090,TAKBHUHB,Takarékbank Zrt.,"6100 Kiskunfélegyháza, Fekete Pál sétány 2.",S,R,,,
50460100,TAKBHUHB,Takarékbank Zrt.,"6000 Kecskemét, Szabadság tér 3/a.",S,R,,,
50460117,TAKBHUHB,Takarékbank Zrt.,"6041 Kerekegyháza, Fő utca 82/a",S,R,,,
50460124,TAKBHUHB,Takarékbank Zrt.,"6000 Kecskemét, Szabadság tér 3",S,R,,,
50460131,TAKBHUHB,Takarékbank Zrt.,"6045 Ladánybene, Fő utca 51.",S,R,,,
50460148,TAKBHUHB,Takarékbank Zrt.,"6097 Kunadacs, Kossuth utca 42/b",S,R,,,
50460155,TAKBHUHB,Takarékbank Zrt.,"6000 Kecskemét, Széchenyi sétány 5/a",S,R,,,
50460162,TAKBHUHB,Takarékbank Zrt.,"6050 Lajosmizse, Dózsa Gy. utca 78.",S,R,,,
50460179,TAKBHUHB,Takarékbank Zrt.,"6066 Tiszaalpár, Alkotmány utca 10.",S,R,,,
50460186,TAKBHUHB,Takarékbank Zrt.,"6060 Tiszakécske, Szent Imre tér 3.fszt.33.",S,R,,,
50460193,TAKBHUHB,Takarékbank Zrt.,"6000 Kecskemét, Szabadság tér 3",S,R,,,
50460203,TAKBHUHB,Takarékbank Zrt.,"2340 Kiskunlacháza, Rákóczi utca 9.",S,R,,,
50460210,TAKBHUHB,Takarékbank Zrt.,"2336 Dunavarsány, Kossuth Lajos utca 38.",S,R,,,
50460227,TAKBHUHB,Takarékbank Zrt.,"6500 Baja, Szentháromság tér 7.fszt.5.",S,R,,,
50460234,TAKBHUHB,Takarékbank Zrt.,"2300 Ráckeve, Kossuth L. utca 32.",S,R,,,
50460241,TAKBHUHB,Takarékbank Zrt.,"2300 Ráckeve, Kossuth L. utca 32.",S,R,,,
50460258,TAKBHUHB,Takarékbank Zrt.,"2315 Szigethalom, Mű út 73/H",S,R,,,
50460265,TAKBHUHB,Takarékbank Zrt.,"1211 Budapest, Kossuth L. utca 30-46.",S,R,,,
50460272,TAKBHUHB,Takarékbank Zrt.,"2344 Dömsöd, Kossuth L. utca 61.",S,R,,,
50460289,TAKBHUHB,Takarékbank Zrt.,"2300 Ráckeve, Kossuth L. utca 32.",S,R,,,
50460296,TAKBHUHB,Takarékbank Zrt.,"6000 Kecskemét, Szabadság tér 3",S,R,,,
50460306,TAKBHUHB,Takarékbank Zrt.,"6400 Kiskunhalas, Kossuth utca 4.",S,R,,,
50460313,TAKBHUHB,Takarékbank Zrt.,"6230 Soltvadkert, Ifjúság útja 4.",S,R,,,
50460320,TAKBHUHB,Takarékbank Zrt.,"6230 Soltvadkert, Ifjúság útja 4.",S,R,,,
50460337,TAKBHUHB,Takarékbank Zrt.,"6075 Páhi, Rákóczi utca 46/a",S,R,,,
50460344,TAKBHUHB,Takarékbank Zrt.,"6230 Soltvadkert, Ifjúság útja 4.",S,R,,,
50460351,TAKBHUHB,Takarékbank Zrt.,"6236 Tázlár, Templom köz 5.",S,R,,,
50460368,TAKBHUHB,Takarékbank Zrt.,"6230 Soltvadkert, Ifjúság útja 4.",S,R,,,
50460375,TAKBHUHB,Takarékbank Zrt.,"6328 Dunapataj, Ordasi utca 26.",S,R,,,
50460382,TAKBHUHB,Takarékbank Zrt.,"6334 Géderlak, Kossuth utca 66.",S,R,,,
50460399,TAKBHUHB,Takarékbank Zrt.,"6332 Uszód, Dózsa György utca 11.",S,R,,,
50460409,TAKBHUHB,Takarékbank Zrt.,"6332 Uszód, Dózsa György utca 11.",S,R,,,
50460416,TAKBHUHB,Takarékbank Zrt.,"6334 Géderlak, Kossuth utca 66.",S,R,,,
50460423,TAKBHUHB,Takarékbank Zrt.,"6300 Kalocsa, Hunyadi utca 47-49",S,R,,,
50460430,TAKBHUHB,Takarékbank Zrt.,"6336 Szakmár, Árpád utca 5/A.",S,R,,,
50460447,TAKBHUHB,Takarékbank Zrt.,"6320 Solt, Posta utca 14.",S,R,,,
50460454,TAKBHUHB,Takarékbank Zrt.,"6088 Apostag, Gólya utca 13",S,R,,,
50460461,TAKBHUHB,Takarékbank Zrt.,"6323 Dunaegyháza, Posta utca 9.",S,R,,,
50460478,TAKBHUHB,Takarékbank Zrt.,"6087 Dunavecse, Fő út 26",S,R,,,
50460485,TAKBHUHB,Takarékbank Zrt.,"6077 Orgovány, Kölcsey utca 2/a",S,R,,,
50460492,TAKBHUHB,Takarékbank Zrt.,"6133 Jászszentlászló, Alkotmány utca 2/a",S,R,,,
50460502,TAKBHUHB,Takarékbank Zrt.,"6133 Jászszentlászló, Alkotmány utca 2/a",S,R,,,
50460519,TAKBHUHB,Takarékbank Zrt.,"6114 Bugac, Béke utca 18",S,R,,,
50460526,TAKBHUHB,Takarékbank Zrt.,"6078 Jakabszállás, Petőfi utca 4.",S,R,,,
50460533,TAKBHUHB,Takarékbank Zrt.,"6100 Kiskunfélegyháza, Gorkij utca 4.",S,R,,,
50460540,TAKBHUHB,Takarékbank Zrt.,"6115 Kunszállás, Dózsa Gy. utca 27",S,R,,,
50460557,TAKBHUHB,Takarékbank Zrt.,"6033 Városföld, Felszabadulás utca 6.",S,R,,,
50460564,TAKBHUHB,Takarékbank Zrt.,"6000 Kecskemét, Nagykőrösi utca 2.",S,R,,,
50460571,TAKBHUHB,Takarékbank Zrt.,"6000 Kecskemét, Nagykőrösi utca 2.",S,R,,,
50460588,TAKBHUHB,Takarékbank Zrt.,"6326 Harta, Kossuth L. utca 31",S,R,,,
50460595,TAKBHUHB,Takarékbank Zrt.,"6326 Harta, Kossuth L. utca 31",S,R,,,
50460605,TAKBHUHB,Takarékbank Zrt.,"6065 Lakitelek, Liget utca 2",S,R,,,
50460612,TAKBHUHB,Takarékbank Zrt.,"6032 Nyárlőrinc, Dózsa György utca 12/a",S,R,,,
50460629,TAKBHUHB,Takarékbank Zrt.,"6031 Szentkirály, Kossuth Lajos utca 43843",S,R,,,
50460636,TAKBHUHB,Takarékbank Zrt.,"6000 Kecskemét, Kisfaludy utca 8.",S,R,,,
50460643,TAKBHUHB,Takarékbank Zrt.,"6000 Kecskemét, Kisfaludy utca 8.",S,R,,,
50460650,TAKBHUHB,Takarékbank Zrt.,"6345 Nemesnádudvar, Petőfi utca 41//b",S,R,,,
50460667,TAKBHUHB,Takarékbank Zrt.,"6347 Érsekcsanád, Dózsa György utca 78.",S,R,,,
50460674,TAKBHUHB,Takarékbank Zrt.,"6346 Sükösd, Dózsa György utca 165",S,R,,,
50460681,TAKBHUHB,Takarékbank Zrt.,"6353 Dusnok, Tulipán utca 6/b",S,R,,,
50460698,TAKBHUHB,Takarékbank Zrt.,"6422 Tompa, Szabadság tér 16.",S,R,,,
50460708,TAKBHUHB,Takarékbank Zrt.,"6421 Kisszállás, Felszabadulás utca 22.",S,R,,,
50460715,TAKBHUHB,Takarékbank Zrt.,"6413 Kunfehértó, Rákóczi utca 11/A",S,R,,,
50460722,TAKBHUHB,Takarékbank Zrt.,"6423 Kelebia, Ady Endre utca 132.fsz1.",S,R,,,
50460739,TAKBHUHB,Takarékbank Zrt.,"6422 Tompa, Szabadság tér 16.",S,R,,,
50460746,TAKBHUHB,Takarékbank Zrt.,"6430 Bácsalmás, Gróf Teleki József utca 2",S,R,,,
50460753,TAKBHUHB,Takarékbank Zrt.,"6453 Bácsbokod, Gróf Széchenyi István utca 85.",S,R,,,
50460760,TAKBHUHB,Takarékbank Zrt.,"6424 Csikéria, Kossuth Lajos utca 59/A",S,R,,,
50460777,TAKBHUHB,Takarékbank Zrt.,"6455 Katymár, Szent István utca 27.",S,R,,,
50460784,TAKBHUHB,Takarékbank Zrt.,"6435 Kunbaja, Bajcsy-Zsilinszky E. utca 9.",S,R,,,
50460791,TAKBHUHB,Takarékbank Zrt.,"6456 Madaras, Dózsa György utca 2.",S,R,,,
50460801,TAKBHUHB,Takarékbank Zrt.,"6451 Tataháza, Szabadság tér 4.",S,R,,,
50460818,TAKBHUHB,Takarékbank Zrt.,"6503 Baja, Dózsa György utca 214.",S,R,,,
50460825,TAKBHUHB,Takarékbank Zrt.,"6528 Bátmonostor, Hunyadi János utca 1.",S,R,,,
50460832,TAKBHUHB,Takarékbank Zrt.,"6523 Csátalja, Kossuth Lajos utca 2.",S,R,,,
50460849,TAKBHUHB,Takarékbank Zrt.,"6522 Gara, Páncsics Miklós utca 2.",S,R,,,
50460856,TAKBHUHB,Takarékbank Zrt.,"6521 Vaskút, Alkotmány utca 3/A",S,R,,,
50460863,TAKBHUHB,Takarékbank Zrt.,"6528 Bátmonostor, Hunyadi János utca 1.",S,R,,,
50460870,TAKBHUHB,Takarékbank Zrt.,"6525 Hercegszántó, Kossuth L. utca 38.",S,R,,,
50460887,TAKBHUHB,Takarékbank Zrt.,"6524 Dávod, Petőfi Sándor utca 2.",S,R,,,
50460894,TAKBHUHB,Takarékbank Zrt.,"6527 Nagybaracska, Szabadság tér 2.",S,R,,,
50460904,TAKBHUHB,Takarékbank Zrt.,"6500 Baja, Szentháromság tér 7.fszt.5.",S,R,,,
50460911,TAKBHUHB,Takarékbank Zrt.,"6445 Borota, Dózsa György utca 22.",S,R,,,
50460928,TAKBHUHB,Takarékbank Zrt.,"6446 Rém, Május 1. utca 17/A",S,R,,,
50460935,TAKBHUHB,Takarékbank Zrt.,"6440 Jánoshalma, Dózsa György utca 82.",S,R,,,
50460942,TAKBHUHB,Takarékbank Zrt.,"6447 Felsőszentiván, Szabadság utca 9.",S,R,,,
50460959,TAKBHUHB,Takarékbank Zrt.,"6448 Csávoly, Eötvös József utca 1.",S,R,,,
50460966,TAKBHUHB,Takarékbank Zrt.,"6500 Baja, Szentháromság tér 7.fszt.5.",S,R,,,
50460973,TAKBHUHB,Takarékbank Zrt.,"6400 Kiskunhalas, Kossuth utca 4.",S,R,,,
50460980,TAKBHUHB,Takarékbank Zrt.,"6344 Hajós, Rózsa utca 2.",S,R,,,
50460997,TAKBHUHB,Takarékbank Zrt.,"6343 Miske, Fő utca 28.",S,R,,,
50461008,TAKBHUHB,Takarékbank Zrt.,"6341 Homokmégy, Kossuth utca 39",S,R,,,
50461015,TAKBHUHB,Takarékbank Zrt.,"6352 Fajsz, Dózsa György utca 11",S,R,,,
50461022,TAKBHUHB,Takarékbank Zrt.,"6351 Bátya, Mikes Kelemen utca 16.",S,R,,,
50461039,TAKBHUHB,Takarékbank Zrt.,"6344 Hajós, Rózsa utca 2.",S,R,,,
50461046,TAKBHUHB,Takarékbank Zrt.,"6300 Kalocsa, Hunyadi utca 47-49",S,R,,,
50461053,TAKBHUHB,Takarékbank Zrt.,"6085 Fülöpszállás, Kiskunság tér 1.",S,R,,,
50461060,TAKBHUHB,Takarékbank Zrt.,"6223 Soltszentimre, Szent Imre utca 40.",S,R,,,
50461077,TAKBHUHB,Takarékbank Zrt.,"6222 Csengőd, Dózsa György utca 69.",S,R,,,
50461084,TAKBHUHB,Takarékbank Zrt.,"6221 Akasztó, Fő utca 53.",S,R,,,
50461091,TAKBHUHB,Takarékbank Zrt.,"6224 Tabdi, Vasút utca 3.",S,R,,,
50461101,TAKBHUHB,Takarékbank Zrt.,"6075 Páhi, Rákóczi utca 46/a",S,R,,,
50461118,TAKBHUHB,Takarékbank Zrt.,"6200 Kiskőrös, Petőfi tér 44115",S,R,,,
50461125,TAKBHUHB,Takarékbank Zrt.,"6237 Kecel, Fő tér 8.",S,R,,,
50461132,TAKBHUHB,Takarékbank Zrt.,"6238 Imrehegy, Kossuth tér 2.",S,R,,,
50461149,TAKBHUHB,Takarékbank Zrt.,"6000 Kecskemét, Szabadság tér 3",S,R,,,
50461156,TAKBHUHB,Takarékbank Zrt.,"6000 Kecskemét, Szabadság tér 3",S,R,,,
50461163,TAKBHUHB,Takarékbank Zrt.,"6239 Császártöltés, Bajai utca 1.",S,R,,,
50461170,TAKBHUHB,Takarékbank Zrt.,"6070 Izsák, Szabadság tér 10.",S,R,,,
50461187,TAKBHUHB,Takarékbank Zrt.,"6076 Ágasegyháza, Rákóczi út 60.",S,R,,,
50461194,TAKBHUHB,Takarékbank Zrt.,"6080 Szabadszállás, Kálvin tér 2.",S,R,,,
50461204,TAKBHUHB,Takarékbank Zrt.,"6098 Tass, Széchenyi körút 75.",S,R,,,
50461211,TAKBHUHB,Takarékbank Zrt.,"6090 Kunszentmiklós, Kálvin tér 11.",S,R,,,
50461228,TAKBHUHB,Takarékbank Zrt.,"6086 Szalkszentmárton, Petőfi tér 19.",S,R,,,
50461235,TAKBHUHB,Takarékbank Zrt.,"6000 Kecskemét, Kisfaludy utca 8.",S,R,,,
50461242,TAKBHUHB,Takarékbank Zrt.,"1117 Budapest, Magyar Tudósok körútja 9.G.épület",S,R,,,
50462009,TAKBHUHB,Takarékbank Zrt.,"3441 Mezőkeresztes, Dózsa Gy. út 37.",S,R,,,
50462016,TAKBHUHB,Takarékbank Zrt.,"3418 Szentistván, Széchenyi utca 10.",S,R,,,
50462023,TAKBHUHB,Takarékbank Zrt.,"3422 Bükkábrány, Mátyás király utca 15.",S,R,,,
50462030,TAKBHUHB,Takarékbank Zrt.,"3462 Borsodivánka, Szabadság utca 4.",S,R,,,
50462047,TAKBHUHB,Takarékbank Zrt.,"3421 Mezőnyárád, Szent István kir. utca 84.",S,R,,,
50462054,TAKBHUHB,Takarékbank Zrt.,"3425 Sály, Tél utca 2/b",S,R,,,
50462061,TAKBHUHB,Takarékbank Zrt.,"3400 Mezőkövesd, Mátyás kir. utca 70.",S,R,,,
50462078,TAKBHUHB,Takarékbank Zrt.,"3423 Tibolddaróc, Széchenyi utca 1/a.",S,R,,,
50462085,TAKBHUHB,Takarékbank Zrt.,"3528 Miskolc, Gutenberg utca 1.",S,R,,,
50462092,TAKBHUHB,Takarékbank Zrt.,"3528 Miskolc, Gutenberg utca 1.",S,R,,,
50462102,TAKBHUHB,Takarékbank Zrt.,"3441 Mezőkeresztes, Dózsa Gy. utca 37.",S,R,,,
50462119,TAKBHUHB,Takarékbank Zrt.,"3443 Mezőnagymihály, Kossuth utca 39.",S,R,,,
50462126,TAKBHUHB,Takarékbank Zrt.,"3431 Vatta, Szemere utca 24.",S,R,,,
50462133,TAKBHUHB,Takarékbank Zrt.,"3464 Tiszavalk, Templom utca 2.",S,R,,,
50462140,TAKBHUHB,Takarékbank Zrt.,"3424 Kács, Fő utca 20.",S,R,,,
50462157,TAKBHUHB,Takarékbank Zrt.,"3580 Tiszaújváros, Széchenyi utca 25.",S,R,,,
50462164,TAKBHUHB,Takarékbank Zrt.,"3450 Mezőcsát, Hősök tere 17/a.",S,R,,,
50462171,TAKBHUHB,Takarékbank Zrt.,"3434 Mályi, Fő utca 18.",S,R,,,
50462188,TAKBHUHB,Takarékbank Zrt.,"3530 Miskolc, Vörösmarty utca 43.",S,R,,,
50462195,TAKBHUHB,Takarékbank Zrt.,"3561 Felsőzsolca, Kassai út 28.",S,R,,,
50462205,TAKBHUHB,Takarékbank Zrt.,"3571 Alsózsolca, Kossuth út 121.",S,R,,,
50462212,TAKBHUHB,Takarékbank Zrt.,"3574 Bőcs, Rákóczi út 96.",S,R,,,
50462229,TAKBHUHB,Takarékbank Zrt.,"3564 Hernádnémeti, Bajcsy-Zsilinszky Endre út 1.",S,R,,,
50462236,TAKBHUHB,Takarékbank Zrt.,"3529 Miskolc, Szentgyörgy út 13-19.",S,R,,,
50462243,TAKBHUHB,Takarékbank Zrt.,"3579 Kesznyéten, Béke tér 11.",S,R,,,
50462250,TAKBHUHB,Takarékbank Zrt.,"3711 Szirmabesenyő, Mátyás király út 9.",S,R,,,
50462267,TAKBHUHB,Takarékbank Zrt.,"3525 Miskolc, Széchenyi utca 70.",S,R,,,
50462274,TAKBHUHB,Takarékbank Zrt.,"3562 Onga, Rákóczi út 22.",S,R,,,
